ruido4,ruido12,ruido20,nombre,fecha
73,102,52,Mostoles,2022-06-12
55,63,76,Barakaldo,2022-06-11
42,69,78,Bilbao,2022-06-11
55,120,54,Alcobendas,2022-06-11
57,121,89,Mostoles,2022-06-11
47,73,87,Barakaldo,2022-06-10
69,76,65,Bilbao,2022-06-10
68,70,56,Alcobendas,2022-06-10
42,112,91,Mostoles,2022-06-10
48,91,54,Barakaldo,2022-06-09
73,130,79,Bilbao,2022-06-09
56,112,71,Alcobendas,2022-06-09
32,61,91,Mostoles,2022-06-09
67,105,78,Barakaldo,2022-06-08
41,62,63,Bilbao,2022-06-08
64,109,95,Alcobendas,2022-06-08
38,92,45,Mostoles,2022-06-08
67,117,62,Barakaldo,2022-06-07
55,116,95,Bilbao,2022-06-07
57,79,43,Alcobendas,2022-06-07
47,102,95,Mostoles,2022-06-07
63,65,83,Barakaldo,2022-06-06
45,113,60,Bilbao,2022-06-06
40,118,72,Alcobendas,2022-06-06
32,115,58,Mostoles,2022-06-06
65,65,54,Barakaldo,2022-06-05
73,138,70,Bilbao,2022-06-05
34,97,57,Alcobendas,2022-06-05
50,89,62,Mostoles,2022-06-05
51,113,74,Barakaldo,2022-06-04
61,137,65,Bilbao,2022-06-04
62,84,71,Alcobendas,2022-06-04
73,121,97,Mostoles,2022-06-04
67,79,85,Barakaldo,2022-06-03
40,93,63,Bilbao,2022-06-03
74,84,76,Alcobendas,2022-06-03
64,120,98,Mostoles,2022-06-03
48,108,40,Barakaldo,2022-06-02
70,61,78,Bilbao,2022-06-02
39,102,40,Alcobendas,2022-06-02
34,104,89,Mostoles,2022-06-02
69,113,54,Barakaldo,2022-06-01
53,69,92,Bilbao,2022-06-01
50,97,44,Alcobendas,2022-06-01
33,86,99,Mostoles,2022-06-01
72,92,53,Barakaldo,2022-05-31
43,62,87,Bilbao,2022-05-31
63,66,66,Alcobendas,2022-05-31
57,128,94,Mostoles,2022-05-31
63,88,67,Barakaldo,2022-05-30
67,88,47,Bilbao,2022-05-30
60,99,69,Alcobendas,2022-05-30
63,128,59,Mostoles,2022-05-30
30,119,75,Barakaldo,2022-05-29
79,104,81,Bilbao,2022-05-29
75,121,64,Alcobendas,2022-05-29
53,120,97,Mostoles,2022-05-29
41,106,95,Barakaldo,2022-05-28
55,117,79,Bilbao,2022-05-28
61,115,58,Alcobendas,2022-05-28
43,115,50,Mostoles,2022-05-28
35,101,47,Barakaldo,2022-05-27
48,121,83,Bilbao,2022-05-27
38,118,43,Alcobendas,2022-05-27
57,92,61,Mostoles,2022-05-27
64,61,79,Barakaldo,2022-05-26
58,113,72,Bilbao,2022-05-26
78,68,99,Alcobendas,2022-05-26
52,107,56,Mostoles,2022-05-26
67,76,65,Barakaldo,2022-05-25
36,84,44,Bilbao,2022-05-25
75,133,78,Alcobendas,2022-05-25
58,93,97,Mostoles,2022-05-25
52,110,84,Barakaldo,2022-05-24
33,76,91,Bilbao,2022-05-24
48,95,51,Alcobendas,2022-05-24
79,128,73,Mostoles,2022-05-24
33,122,59,Barakaldo,2022-05-23
72,95,97,Bilbao,2022-05-23
45,134,63,Alcobendas,2022-05-23
74,121,98,Mostoles,2022-05-23
42,72,73,Barakaldo,2022-05-22
35,87,74,Bilbao,2022-05-22
63,99,63,Alcobendas,2022-05-22
30,110,73,Mostoles,2022-05-22
77,102,65,Barakaldo,2022-05-21
59,130,60,Bilbao,2022-05-21
56,108,40,Alcobendas,2022-05-21
32,72,55,Mostoles,2022-05-21
59,129,91,Barakaldo,2022-05-20
57,67,57,Bilbao,2022-05-20
79,72,52,Alcobendas,2022-05-20
68,84,46,Mostoles,2022-05-20
49,112,63,Barakaldo,2022-05-19
53,76,52,Bilbao,2022-05-19
61,134,46,Alcobendas,2022-05-19
32,89,42,Mostoles,2022-05-19
70,61,44,Barakaldo,2022-05-18
45,66,40,Bilbao,2022-05-18
53,64,42,Alcobendas,2022-05-18
69,99,41,Mostoles,2022-05-18
70,60,49,Barakaldo,2022-05-17
37,114,79,Bilbao,2022-05-17
47,90,84,Alcobendas,2022-05-17
40,77,64,Mostoles,2022-05-17
60,128,61,Barakaldo,2022-05-16
59,86,79,Bilbao,2022-05-16
75,92,90,Alcobendas,2022-05-16
49,109,83,Mostoles,2022-05-16
53,73,51,Barakaldo,2022-05-15
57,94,94,Bilbao,2022-05-15
61,96,86,Alcobendas,2022-05-15
76,70,99,Mostoles,2022-05-15
33,65,57,Barakaldo,2022-05-14
48,125,80,Bilbao,2022-05-14
42,78,77,Alcobendas,2022-05-14
68,63,55,Mostoles,2022-05-14
77,127,54,Barakaldo,2022-05-13
38,99,98,Bilbao,2022-05-13
49,101,62,Alcobendas,2022-05-13
52,86,72,Mostoles,2022-05-13
35,72,47,Barakaldo,2022-05-12
76,137,53,Bilbao,2022-05-12
30,73,92,Alcobendas,2022-05-12
41,118,41,Mostoles,2022-05-12
40,65,78,Barakaldo,2022-05-11
74,80,83,Bilbao,2022-05-11
79,68,73,Alcobendas,2022-05-11
69,71,62,Mostoles,2022-05-11
35,62,87,Barakaldo,2022-05-10
32,124,88,Bilbao,2022-05-10
58,119,68,Alcobendas,2022-05-10
64,123,61,Mostoles,2022-05-10
50,76,88,Barakaldo,2022-05-09
39,73,55,Bilbao,2022-05-09
48,90,49,Alcobendas,2022-05-09
64,126,68,Mostoles,2022-05-09
39,95,93,Barakaldo,2022-05-08
44,123,46,Bilbao,2022-05-08
63,137,65,Alcobendas,2022-05-08
64,102,77,Mostoles,2022-05-08
41,79,87,Barakaldo,2022-05-07
75,98,76,Bilbao,2022-05-07
73,114,52,Alcobendas,2022-05-07
37,101,42,Mostoles,2022-05-07
34,109,86,Barakaldo,2022-05-06
69,63,83,Bilbao,2022-05-06
78,114,88,Alcobendas,2022-05-06
56,123,46,Mostoles,2022-05-06
31,104,67,Barakaldo,2022-05-05
62,89,97,Bilbao,2022-05-05
46,117,82,Alcobendas,2022-05-05
77,65,71,Mostoles,2022-05-05
79,68,62,Barakaldo,2022-05-04
36,88,97,Bilbao,2022-05-04
49,89,67,Alcobendas,2022-05-04
70,125,55,Mostoles,2022-05-04
64,134,44,Barakaldo,2022-05-03
71,85,76,Bilbao,2022-05-03
70,92,53,Alcobendas,2022-05-03
31,88,63,Mostoles,2022-05-03
47,76,92,Barakaldo,2022-05-02
56,120,90,Bilbao,2022-05-02
52,91,53,Alcobendas,2022-05-02
70,107,94,Mostoles,2022-05-02
44,112,77,Barakaldo,2022-05-01
56,87,80,Bilbao,2022-05-01
56,81,75,Alcobendas,2022-05-01
40,74,42,Mostoles,2022-05-01
41,88,79,Barakaldo,2022-04-30
64,103,69,Bilbao,2022-04-30
76,76,76,Alcobendas,2022-04-30
56,78,60,Mostoles,2022-04-30
71,75,58,Barakaldo,2022-04-29
57,130,72,Bilbao,2022-04-29
51,134,61,Alcobendas,2022-04-29
76,71,55,Mostoles,2022-04-29
79,68,93,Barakaldo,2022-04-28
71,66,64,Bilbao,2022-04-28
49,69,91,Alcobendas,2022-04-28
68,120,70,Mostoles,2022-04-28
47,81,49,Barakaldo,2022-04-27
70,80,77,Bilbao,2022-04-27
53,83,67,Alcobendas,2022-04-27
65,108,50,Mostoles,2022-04-27
60,87,88,Barakaldo,2022-04-26
75,119,54,Bilbao,2022-04-26
79,84,64,Alcobendas,2022-04-26
36,127,45,Mostoles,2022-04-26
44,124,97,Barakaldo,2022-04-25
56,75,60,Bilbao,2022-04-25
46,102,92,Alcobendas,2022-04-25
42,68,67,Mostoles,2022-04-25
46,107,94,Barakaldo,2022-04-24
76,62,77,Bilbao,2022-04-24
51,127,42,Alcobendas,2022-04-24
70,65,71,Mostoles,2022-04-24
58,74,83,Barakaldo,2022-04-23
66,103,69,Bilbao,2022-04-23
45,137,42,Alcobendas,2022-04-23
75,68,48,Mostoles,2022-04-23
74,100,95,Barakaldo,2022-04-22
70,70,64,Bilbao,2022-04-22
60,112,63,Alcobendas,2022-04-22
37,86,49,Mostoles,2022-04-22
40,84,82,Barakaldo,2022-04-21
69,71,90,Bilbao,2022-04-21
45,134,60,Alcobendas,2022-04-21
50,85,46,Mostoles,2022-04-21
32,118,68,Barakaldo,2022-04-20
57,122,42,Bilbao,2022-04-20
79,63,68,Alcobendas,2022-04-20
73,135,88,Mostoles,2022-04-20
64,78,47,Barakaldo,2022-04-19
35,81,87,Bilbao,2022-04-19
33,60,98,Alcobendas,2022-04-19
73,64,65,Mostoles,2022-04-19
39,96,85,Barakaldo,2022-04-18
54,110,78,Bilbao,2022-04-18
40,83,72,Alcobendas,2022-04-18
56,136,60,Mostoles,2022-04-18
34,65,59,Barakaldo,2022-04-17
31,122,90,Bilbao,2022-04-17
68,114,83,Alcobendas,2022-04-17
59,102,67,Mostoles,2022-04-17
48,92,94,Barakaldo,2022-04-16
68,89,57,Bilbao,2022-04-16
73,134,98,Alcobendas,2022-04-16
46,69,77,Mostoles,2022-04-16
79,97,86,Barakaldo,2022-04-15
46,107,81,Bilbao,2022-04-15
49,91,68,Alcobendas,2022-04-15
79,83,53,Mostoles,2022-04-15
60,137,81,Barakaldo,2022-04-14
40,114,61,Bilbao,2022-04-14
30,84,43,Alcobendas,2022-04-14
74,129,98,Mostoles,2022-04-14
70,97,71,Barakaldo,2022-04-13
37,120,49,Bilbao,2022-04-13
74,137,52,Alcobendas,2022-04-13
31,65,82,Mostoles,2022-04-13
36,95,88,Barakaldo,2022-04-12
44,115,84,Bilbao,2022-04-12
76,102,70,Alcobendas,2022-04-12
65,98,99,Mostoles,2022-04-12
48,101,40,Barakaldo,2022-04-11
30,112,42,Bilbao,2022-04-11
75,114,50,Alcobendas,2022-04-11
77,121,67,Mostoles,2022-04-11
50,126,80,Barakaldo,2022-04-10
71,120,72,Bilbao,2022-04-10
70,126,77,Alcobendas,2022-04-10
42,91,91,Mostoles,2022-04-10
42,121,94,Barakaldo,2022-04-09
77,129,96,Bilbao,2022-04-09
73,86,90,Alcobendas,2022-04-09
35,77,90,Mostoles,2022-04-09
52,105,59,Barakaldo,2022-04-08
65,84,65,Bilbao,2022-04-08
47,135,53,Alcobendas,2022-04-08
54,104,74,Mostoles,2022-04-08
59,131,82,Barakaldo,2022-04-07
74,109,98,Bilbao,2022-04-07
38,138,73,Alcobendas,2022-04-07
68,128,90,Mostoles,2022-04-07
36,125,71,Barakaldo,2022-04-06
51,86,73,Bilbao,2022-04-06
61,125,59,Alcobendas,2022-04-06
54,83,43,Mostoles,2022-04-06
52,135,83,Barakaldo,2022-04-05
61,134,53,Bilbao,2022-04-05
43,110,49,Alcobendas,2022-04-05
69,70,94,Mostoles,2022-04-05
33,108,96,Barakaldo,2022-04-04
76,85,61,Bilbao,2022-04-04
72,71,59,Alcobendas,2022-04-04
49,66,50,Mostoles,2022-04-04
41,130,71,Barakaldo,2022-04-03
74,102,60,Bilbao,2022-04-03
76,91,43,Alcobendas,2022-04-03
31,62,41,Mostoles,2022-04-03
56,130,76,Barakaldo,2022-04-02
50,114,46,Bilbao,2022-04-02
78,68,45,Alcobendas,2022-04-02
45,71,93,Mostoles,2022-04-02
45,121,79,Barakaldo,2022-04-01
51,110,78,Bilbao,2022-04-01
56,83,47,Alcobendas,2022-04-01
42,124,94,Mostoles,2022-04-01
75,68,72,Barakaldo,2022-03-31
63,97,57,Bilbao,2022-03-31
34,107,48,Alcobendas,2022-03-31
46,110,76,Mostoles,2022-03-31
68,130,96,Barakaldo,2022-03-30
60,92,41,Bilbao,2022-03-30
38,138,75,Alcobendas,2022-03-30
58,71,93,Mostoles,2022-03-30
48,79,84,Barakaldo,2022-03-29
33,119,69,Bilbao,2022-03-29
79,124,61,Alcobendas,2022-03-29
67,101,81,Mostoles,2022-03-29
31,63,92,Barakaldo,2022-03-28
62,122,93,Bilbao,2022-03-28
79,110,50,Alcobendas,2022-03-28
48,65,60,Mostoles,2022-03-28
44,91,58,Barakaldo,2022-03-27
52,77,59,Bilbao,2022-03-27
43,81,99,Alcobendas,2022-03-27
64,91,66,Mostoles,2022-03-27
32,132,76,Barakaldo,2022-03-26
64,115,67,Bilbao,2022-03-26
40,69,45,Alcobendas,2022-03-26
55,120,49,Mostoles,2022-03-26
39,82,40,Barakaldo,2022-03-25
46,139,86,Bilbao,2022-03-25
56,82,51,Alcobendas,2022-03-25
42,86,67,Mostoles,2022-03-25
32,88,62,Barakaldo,2022-03-24
64,90,55,Bilbao,2022-03-24
72,114,55,Alcobendas,2022-03-24
30,90,49,Mostoles,2022-03-24
69,120,71,Barakaldo,2022-03-23
33,89,95,Bilbao,2022-03-23
46,136,60,Alcobendas,2022-03-23
61,76,95,Mostoles,2022-03-23
76,69,83,Barakaldo,2022-03-22
79,122,64,Bilbao,2022-03-22
64,135,62,Alcobendas,2022-03-22
49,65,58,Mostoles,2022-03-22
49,72,78,Barakaldo,2022-03-21
50,134,76,Bilbao,2022-03-21
61,82,45,Alcobendas,2022-03-21
76,111,62,Mostoles,2022-03-21
40,72,44,Barakaldo,2022-03-20
70,90,46,Bilbao,2022-03-20
41,70,46,Alcobendas,2022-03-20
64,130,60,Mostoles,2022-03-20
71,67,57,Barakaldo,2022-03-19
32,98,59,Bilbao,2022-03-19
44,64,72,Alcobendas,2022-03-19
63,130,59,Mostoles,2022-03-19
31,124,78,Barakaldo,2022-03-18
37,98,72,Bilbao,2022-03-18
42,92,60,Alcobendas,2022-03-18
52,97,43,Mostoles,2022-03-18
78,103,55,Barakaldo,2022-03-17
55,122,79,Bilbao,2022-03-17
56,116,59,Alcobendas,2022-03-17
57,137,83,Mostoles,2022-03-17
30,135,47,Barakaldo,2022-03-16
34,128,72,Bilbao,2022-03-16
34,60,45,Alcobendas,2022-03-16
48,73,94,Mostoles,2022-03-16
50,94,42,Barakaldo,2022-03-15
52,89,68,Bilbao,2022-03-15
78,133,42,Alcobendas,2022-03-15
61,70,47,Mostoles,2022-03-15
63,86,89,Barakaldo,2022-03-14
42,105,62,Bilbao,2022-03-14
50,128,65,Alcobendas,2022-03-14
57,115,60,Mostoles,2022-03-14
35,68,49,Barakaldo,2022-03-13
62,82,93,Bilbao,2022-03-13
70,78,60,Alcobendas,2022-03-13
50,107,90,Mostoles,2022-03-13
67,107,76,Barakaldo,2022-03-12
52,82,57,Bilbao,2022-03-12
58,78,58,Alcobendas,2022-03-12
55,107,78,Mostoles,2022-03-12
54,60,96,Barakaldo,2022-03-11
59,65,90,Bilbao,2022-03-11
69,121,99,Alcobendas,2022-03-11
72,111,92,Mostoles,2022-03-11
61,101,82,Barakaldo,2022-03-10
60,118,78,Bilbao,2022-03-10
64,94,81,Alcobendas,2022-03-10
50,79,54,Mostoles,2022-03-10
60,99,58,Barakaldo,2022-03-09
53,133,66,Bilbao,2022-03-09
40,133,88,Alcobendas,2022-03-09
78,108,43,Mostoles,2022-03-09
52,99,77,Barakaldo,2022-03-08
68,123,84,Bilbao,2022-03-08
40,87,45,Alcobendas,2022-03-08
48,139,90,Mostoles,2022-03-08
79,131,94,Barakaldo,2022-03-07
76,87,73,Bilbao,2022-03-07
51,110,75,Alcobendas,2022-03-07
35,88,98,Mostoles,2022-03-07
39,63,61,Barakaldo,2022-03-06
69,106,55,Bilbao,2022-03-06
40,98,44,Alcobendas,2022-03-06
31,91,53,Mostoles,2022-03-06
31,124,66,Barakaldo,2022-03-05
57,131,68,Bilbao,2022-03-05
59,83,50,Alcobendas,2022-03-05
39,104,79,Mostoles,2022-03-05
30,123,49,Barakaldo,2022-03-04
66,136,73,Bilbao,2022-03-04
79,136,84,Alcobendas,2022-03-04
55,93,46,Mostoles,2022-03-04
57,87,79,Barakaldo,2022-03-03
61,102,64,Bilbao,2022-03-03
69,119,66,Alcobendas,2022-03-03
64,110,58,Mostoles,2022-03-03
56,92,85,Barakaldo,2022-03-02
59,109,62,Bilbao,2022-03-02
37,137,78,Alcobendas,2022-03-02
38,62,98,Mostoles,2022-03-02
69,75,47,Barakaldo,2022-03-01
44,100,59,Bilbao,2022-03-01
72,113,86,Alcobendas,2022-03-01
57,74,67,Mostoles,2022-03-01
38,133,64,Barakaldo,2022-02-28
57,70,61,Bilbao,2022-02-28
40,108,54,Alcobendas,2022-02-28
58,137,92,Mostoles,2022-02-28
45,82,97,Barakaldo,2022-02-27
42,83,85,Bilbao,2022-02-27
47,99,43,Alcobendas,2022-02-27
56,77,76,Mostoles,2022-02-27
61,117,49,Barakaldo,2022-02-26
44,75,99,Bilbao,2022-02-26
74,92,92,Alcobendas,2022-02-26
68,75,68,Mostoles,2022-02-26
76,118,98,Barakaldo,2022-02-25
76,60,46,Bilbao,2022-02-25
61,105,46,Alcobendas,2022-02-25
61,82,76,Mostoles,2022-02-25
77,88,74,Barakaldo,2022-02-24
74,111,65,Bilbao,2022-02-24
58,82,68,Alcobendas,2022-02-24
44,135,53,Mostoles,2022-02-24
52,115,53,Barakaldo,2022-02-23
67,104,40,Bilbao,2022-02-23
60,117,97,Alcobendas,2022-02-23
58,133,48,Mostoles,2022-02-23
32,86,99,Barakaldo,2022-02-22
68,129,72,Bilbao,2022-02-22
63,130,57,Alcobendas,2022-02-22
58,129,40,Mostoles,2022-02-22
71,122,56,Barakaldo,2022-02-21
75,62,57,Bilbao,2022-02-21
50,115,73,Alcobendas,2022-02-21
54,127,66,Mostoles,2022-02-21
68,68,42,Barakaldo,2022-02-20
64,89,51,Bilbao,2022-02-20
31,115,93,Alcobendas,2022-02-20
78,137,99,Mostoles,2022-02-20
44,128,96,Barakaldo,2022-02-19
65,116,47,Bilbao,2022-02-19
73,67,53,Alcobendas,2022-02-19
50,99,86,Mostoles,2022-02-19
50,61,42,Barakaldo,2022-02-18
78,132,40,Bilbao,2022-02-18
39,81,98,Alcobendas,2022-02-18
72,116,72,Mostoles,2022-02-18
49,105,74,Barakaldo,2022-02-17
52,133,90,Bilbao,2022-02-17
41,111,81,Alcobendas,2022-02-17
31,70,79,Mostoles,2022-02-17
50,99,73,Barakaldo,2022-02-16
66,74,65,Bilbao,2022-02-16
48,129,93,Alcobendas,2022-02-16
73,118,70,Mostoles,2022-02-16
35,100,73,Barakaldo,2022-02-15
51,131,98,Bilbao,2022-02-15
77,124,69,Alcobendas,2022-02-15
34,86,97,Mostoles,2022-02-15
51,88,41,Barakaldo,2022-02-14
76,106,89,Bilbao,2022-02-14
43,98,91,Alcobendas,2022-02-14
58,95,62,Mostoles,2022-02-14
62,112,55,Barakaldo,2022-02-13
63,130,66,Bilbao,2022-02-13
78,96,51,Alcobendas,2022-02-13
63,62,56,Mostoles,2022-02-13
60,68,42,Barakaldo,2022-02-12
70,115,92,Bilbao,2022-02-12
49,62,52,Alcobendas,2022-02-12
51,92,60,Mostoles,2022-02-12
78,108,40,Barakaldo,2022-02-11
52,135,99,Bilbao,2022-02-11
63,116,67,Alcobendas,2022-02-11
66,107,80,Mostoles,2022-02-11
55,88,83,Barakaldo,2022-02-10
53,104,57,Bilbao,2022-02-10
65,111,83,Alcobendas,2022-02-10
44,83,48,Mostoles,2022-02-10
46,107,92,Barakaldo,2022-02-09
35,121,57,Bilbao,2022-02-09
40,104,84,Alcobendas,2022-02-09
48,70,88,Mostoles,2022-02-09
70,76,81,Barakaldo,2022-02-08
48,70,44,Bilbao,2022-02-08
38,110,48,Alcobendas,2022-02-08
37,67,89,Mostoles,2022-02-08
44,69,90,Barakaldo,2022-02-07
44,75,40,Bilbao,2022-02-07
65,125,80,Alcobendas,2022-02-07
77,71,83,Mostoles,2022-02-07
69,110,59,Barakaldo,2022-02-06
35,107,69,Bilbao,2022-02-06
77,86,61,Alcobendas,2022-02-06
44,112,81,Mostoles,2022-02-06
30,114,40,Barakaldo,2022-02-05
51,100,89,Bilbao,2022-02-05
71,114,67,Alcobendas,2022-02-05
42,85,93,Mostoles,2022-02-05
44,122,96,Barakaldo,2022-02-04
59,70,78,Bilbao,2022-02-04
34,127,67,Alcobendas,2022-02-04
60,119,60,Mostoles,2022-02-04
31,65,69,Barakaldo,2022-02-03
74,86,74,Bilbao,2022-02-03
50,118,44,Alcobendas,2022-02-03
65,96,95,Mostoles,2022-02-03
69,103,79,Barakaldo,2022-02-02
71,96,94,Bilbao,2022-02-02
31,79,56,Alcobendas,2022-02-02
32,125,97,Mostoles,2022-02-02
45,135,85,Barakaldo,2022-02-01
41,138,60,Bilbao,2022-02-01
30,68,98,Alcobendas,2022-02-01
33,109,59,Mostoles,2022-02-01
33,137,58,Barakaldo,2022-01-31
47,139,90,Bilbao,2022-01-31
38,71,53,Alcobendas,2022-01-31
73,83,71,Mostoles,2022-01-31
50,123,74,Barakaldo,2022-01-30
72,67,90,Bilbao,2022-01-30
35,85,74,Alcobendas,2022-01-30
74,68,85,Mostoles,2022-01-30
78,72,62,Barakaldo,2022-01-29
68,96,48,Bilbao,2022-01-29
79,67,93,Alcobendas,2022-01-29
33,100,70,Mostoles,2022-01-29
66,112,49,Barakaldo,2022-01-28
59,121,52,Bilbao,2022-01-28
52,130,92,Alcobendas,2022-01-28
62,123,95,Mostoles,2022-01-28
73,119,98,Barakaldo,2022-01-27
66,104,89,Bilbao,2022-01-27
39,119,94,Alcobendas,2022-01-27
44,81,44,Mostoles,2022-01-27
73,60,95,Barakaldo,2022-01-26
49,79,40,Bilbao,2022-01-26
35,118,74,Alcobendas,2022-01-26
54,119,98,Mostoles,2022-01-26
41,135,66,Barakaldo,2022-01-25
34,76,73,Bilbao,2022-01-25
71,108,62,Alcobendas,2022-01-25
54,101,94,Mostoles,2022-01-25
35,129,55,Barakaldo,2022-01-24
38,109,64,Bilbao,2022-01-24
58,69,62,Alcobendas,2022-01-24
66,137,41,Mostoles,2022-01-24
40,65,94,Barakaldo,2022-01-23
66,120,64,Bilbao,2022-01-23
57,128,70,Alcobendas,2022-01-23
55,119,72,Mostoles,2022-01-23
57,86,87,Barakaldo,2022-01-22
62,84,95,Bilbao,2022-01-22
36,128,57,Alcobendas,2022-01-22
57,103,97,Mostoles,2022-01-22
72,109,54,Barakaldo,2022-01-21
46,119,69,Bilbao,2022-01-21
59,112,41,Alcobendas,2022-01-21
78,124,46,Mostoles,2022-01-21
41,129,67,Barakaldo,2022-01-20
72,75,55,Bilbao,2022-01-20
40,107,61,Alcobendas,2022-01-20
66,63,65,Mostoles,2022-01-20
57,114,90,Barakaldo,2022-01-19
61,114,63,Bilbao,2022-01-19
69,75,80,Alcobendas,2022-01-19
41,114,73,Mostoles,2022-01-19
49,81,69,Barakaldo,2022-01-18
76,134,50,Bilbao,2022-01-18
74,87,59,Alcobendas,2022-01-18
40,110,83,Mostoles,2022-01-18
49,95,58,Barakaldo,2022-01-17
38,98,85,Bilbao,2022-01-17
37,74,56,Alcobendas,2022-01-17
34,107,89,Mostoles,2022-01-17
67,114,67,Barakaldo,2022-01-16
44,71,96,Bilbao,2022-01-16
51,60,41,Alcobendas,2022-01-16
75,133,94,Mostoles,2022-01-16
74,98,57,Barakaldo,2022-01-15
72,89,94,Bilbao,2022-01-15
45,67,90,Alcobendas,2022-01-15
64,126,52,Mostoles,2022-01-15
74,115,58,Barakaldo,2022-01-14
72,135,90,Bilbao,2022-01-14
48,66,77,Alcobendas,2022-01-14
40,126,47,Mostoles,2022-01-14
66,137,79,Barakaldo,2022-01-13
55,81,53,Bilbao,2022-01-13
69,86,86,Alcobendas,2022-01-13
75,99,56,Mostoles,2022-01-13
43,127,95,Barakaldo,2022-01-12
75,87,88,Bilbao,2022-01-12
71,121,97,Alcobendas,2022-01-12
47,108,94,Mostoles,2022-01-12
39,138,59,Barakaldo,2022-01-11
53,133,51,Bilbao,2022-01-11
62,80,43,Alcobendas,2022-01-11
52,133,68,Mostoles,2022-01-11
78,104,85,Barakaldo,2022-01-10
46,87,91,Bilbao,2022-01-10
62,123,48,Alcobendas,2022-01-10
32,130,74,Mostoles,2022-01-10
48,62,94,Barakaldo,2022-01-09
34,86,95,Bilbao,2022-01-09
63,137,82,Alcobendas,2022-01-09
58,129,91,Mostoles,2022-01-09
72,60,81,Barakaldo,2022-01-08
76,86,87,Bilbao,2022-01-08
69,79,66,Alcobendas,2022-01-08
33,135,89,Mostoles,2022-01-08
66,97,53,Barakaldo,2022-01-07
72,111,78,Bilbao,2022-01-07
58,136,95,Alcobendas,2022-01-07
56,111,53,Mostoles,2022-01-07
45,73,43,Barakaldo,2022-01-06
43,125,76,Bilbao,2022-01-06
53,138,67,Alcobendas,2022-01-06
50,130,54,Mostoles,2022-01-06
35,88,82,Barakaldo,2022-01-05
35,101,87,Bilbao,2022-01-05
71,96,85,Alcobendas,2022-01-05
41,107,81,Mostoles,2022-01-05
61,82,49,Barakaldo,2022-01-04
73,132,70,Bilbao,2022-01-04
60,113,98,Alcobendas,2022-01-04
35,79,98,Mostoles,2022-01-04
36,121,86,Barakaldo,2022-01-03
67,79,63,Bilbao,2022-01-03
46,70,89,Alcobendas,2022-01-03
36,119,83,Mostoles,2022-01-03
52,89,83,Barakaldo,2022-01-02
40,112,92,Bilbao,2022-01-02
34,93,63,Alcobendas,2022-01-02
61,107,77,Mostoles,2022-01-02
48,86,65,Barakaldo,2022-01-01
60,114,47,Bilbao,2022-01-01
39,93,41,Alcobendas,2022-01-01
45,72,44,Mostoles,2022-01-01
64,94,97,Barakaldo,2021-12-31
52,102,74,Bilbao,2021-12-31
54,76,72,Alcobendas,2021-12-31
47,81,68,Mostoles,2021-12-31
61,106,97,Barakaldo,2021-12-30
76,72,72,Bilbao,2021-12-30
48,129,65,Alcobendas,2021-12-30
54,80,49,Mostoles,2021-12-30
49,102,71,Barakaldo,2021-12-29
78,60,89,Bilbao,2021-12-29
62,139,61,Alcobendas,2021-12-29
56,62,93,Mostoles,2021-12-29
55,106,97,Barakaldo,2021-12-28
62,126,61,Bilbao,2021-12-28
67,130,97,Alcobendas,2021-12-28
43,120,52,Mostoles,2021-12-28
46,66,68,Barakaldo,2021-12-27
59,67,69,Bilbao,2021-12-27
55,139,57,Alcobendas,2021-12-27
56,96,46,Mostoles,2021-12-27
77,74,68,Barakaldo,2021-12-26
49,128,74,Bilbao,2021-12-26
39,64,41,Alcobendas,2021-12-26
61,107,56,Mostoles,2021-12-26
44,127,58,Barakaldo,2021-12-25
60,128,60,Bilbao,2021-12-25
61,108,93,Alcobendas,2021-12-25
47,73,66,Mostoles,2021-12-25
66,100,98,Barakaldo,2021-12-24
47,79,82,Bilbao,2021-12-24
31,136,62,Alcobendas,2021-12-24
40,118,92,Mostoles,2021-12-24
45,108,70,Barakaldo,2021-12-23
44,139,97,Bilbao,2021-12-23
39,134,50,Alcobendas,2021-12-23
58,133,64,Mostoles,2021-12-23
67,99,45,Barakaldo,2021-12-22
53,95,51,Bilbao,2021-12-22
75,77,62,Alcobendas,2021-12-22
34,68,51,Mostoles,2021-12-22
64,127,58,Barakaldo,2021-12-21
78,87,82,Bilbao,2021-12-21
71,82,84,Alcobendas,2021-12-21
40,137,82,Mostoles,2021-12-21
68,134,47,Barakaldo,2021-12-20
51,61,81,Bilbao,2021-12-20
48,60,69,Alcobendas,2021-12-20
79,109,83,Mostoles,2021-12-20
64,107,46,Barakaldo,2021-12-19
57,122,71,Bilbao,2021-12-19
68,113,51,Alcobendas,2021-12-19
44,139,54,Mostoles,2021-12-19
57,74,98,Barakaldo,2021-12-18
53,137,94,Bilbao,2021-12-18
31,138,90,Alcobendas,2021-12-18
56,83,46,Mostoles,2021-12-18
53,119,99,Barakaldo,2021-12-17
50,139,97,Bilbao,2021-12-17
70,126,57,Alcobendas,2021-12-17
33,136,90,Mostoles,2021-12-17
43,86,45,Barakaldo,2021-12-16
30,100,80,Bilbao,2021-12-16
62,126,45,Alcobendas,2021-12-16
66,97,76,Mostoles,2021-12-16
49,121,76,Barakaldo,2021-12-15
42,113,42,Bilbao,2021-12-15
52,74,43,Alcobendas,2021-12-15
