co2,ch4,n2o,fecha,nombre
520,699,964,2023-07-11,Alcobendas
430,596,968,2023-07-10,Alcobendas
472,853,461,2023-07-09,Alcobendas
503,631,874,2023-07-08,Alcobendas
351,780,872,2023-07-07,Alcobendas
579,473,306,2023-07-06,Alcobendas
482,709,543,2023-07-05,Alcobendas
408,988,336,2023-07-04,Alcobendas
941,838,852,2023-07-03,Alcobendas
474,686,409,2023-07-02,Alcobendas
948,432,779,2023-07-01,Alcobendas
373,886,887,2023-06-30,Alcobendas
441,845,890,2023-06-29,Alcobendas
725,343,717,2023-06-28,Alcobendas
629,522,838,2023-06-27,Alcobendas
838,316,611,2023-06-26,Alcobendas
783,762,536,2023-06-25,Alcobendas
604,514,695,2023-06-24,Alcobendas
403,728,881,2023-06-23,Alcobendas
360,763,656,2023-06-22,Alcobendas
643,928,795,2023-06-21,Alcobendas
701,409,890,2023-06-20,Alcobendas
670,647,442,2023-06-19,Alcobendas
373,425,616,2023-06-18,Alcobendas
563,329,403,2023-06-17,Alcobendas
409,357,418,2023-06-16,Alcobendas
718,420,420,2023-06-15,Alcobendas
362,320,866,2023-06-14,Alcobendas
596,580,880,2023-06-13,Alcobendas
338,748,436,2023-06-12,Alcobendas
782,736,309,2023-06-11,Alcobendas
664,394,482,2023-06-10,Alcobendas
364,556,632,2023-06-09,Alcobendas
389,976,887,2023-06-08,Alcobendas
708,785,391,2023-06-07,Alcobendas
877,601,547,2023-06-06,Alcobendas
426,353,553,2023-06-05,Alcobendas
462,492,431,2023-06-04,Alcobendas
468,696,639,2023-06-03,Alcobendas
976,409,424,2023-06-02,Alcobendas
520,557,335,2023-06-01,Alcobendas
452,772,523,2023-05-31,Alcobendas
303,471,845,2023-05-30,Alcobendas
451,861,640,2023-05-29,Alcobendas
906,465,598,2023-05-28,Alcobendas
556,838,768,2023-05-27,Alcobendas
504,898,344,2023-05-26,Alcobendas
789,876,320,2023-05-25,Alcobendas
637,473,908,2023-05-24,Alcobendas
317,897,877,2023-05-23,Alcobendas
338,891,806,2023-05-22,Alcobendas
717,693,368,2023-05-21,Alcobendas
729,731,720,2023-05-20,Alcobendas
568,795,916,2023-05-19,Alcobendas
684,600,313,2023-05-18,Alcobendas
340,989,668,2023-05-17,Alcobendas
807,934,676,2023-05-16,Alcobendas
736,474,806,2023-05-15,Alcobendas
439,895,755,2023-05-14,Alcobendas
445,394,768,2023-05-13,Alcobendas
349,693,456,2023-05-12,Alcobendas
943,710,915,2023-05-11,Alcobendas
715,505,302,2023-05-10,Alcobendas
874,629,368,2023-05-09,Alcobendas
457,806,745,2023-05-08,Alcobendas
304,457,872,2023-05-07,Alcobendas
921,666,328,2023-05-06,Alcobendas
664,615,316,2023-05-05,Alcobendas
830,323,973,2023-05-04,Alcobendas
503,617,864,2023-05-03,Alcobendas
417,724,318,2023-05-02,Alcobendas
729,320,792,2023-05-01,Alcobendas
799,579,737,2023-04-30,Alcobendas
806,416,814,2023-04-29,Alcobendas
675,482,665,2023-04-28,Alcobendas
909,967,526,2023-04-27,Alcobendas
874,930,420,2023-04-26,Alcobendas
940,771,656,2023-04-25,Alcobendas
980,785,538,2023-04-24,Alcobendas
928,303,387,2023-04-23,Alcobendas
705,530,851,2023-04-22,Alcobendas
442,457,930,2023-04-21,Alcobendas
476,305,589,2023-04-20,Alcobendas
936,706,838,2023-04-19,Alcobendas
746,324,683,2023-04-18,Alcobendas
767,511,301,2023-04-17,Alcobendas
614,639,818,2023-04-16,Alcobendas
310,481,445,2023-04-15,Alcobendas
386,336,791,2023-04-14,Alcobendas
494,956,733,2023-04-13,Alcobendas
874,548,928,2023-04-12,Alcobendas
562,469,674,2023-04-11,Alcobendas
881,801,686,2023-04-10,Alcobendas
782,699,501,2023-04-09,Alcobendas
362,914,830,2023-04-08,Alcobendas
861,876,724,2023-04-07,Alcobendas
604,456,830,2023-04-06,Alcobendas
567,451,822,2023-04-05,Alcobendas
608,857,568,2023-04-04,Alcobendas
775,493,590,2023-04-03,Alcobendas
396,879,388,2023-04-02,Alcobendas
385,989,311,2023-04-01,Alcobendas
809,672,502,2023-03-31,Alcobendas
490,857,631,2023-03-30,Alcobendas
577,763,437,2023-03-29,Alcobendas
976,426,627,2023-03-28,Alcobendas
799,768,650,2023-03-27,Alcobendas
862,586,796,2023-03-26,Alcobendas
769,549,439,2023-03-25,Alcobendas
506,681,643,2023-03-24,Alcobendas
543,708,377,2023-03-23,Alcobendas
903,982,747,2023-03-22,Alcobendas
521,955,436,2023-03-21,Alcobendas
704,561,764,2023-03-20,Alcobendas
573,493,491,2023-03-19,Alcobendas
315,780,866,2023-03-18,Alcobendas
339,787,626,2023-03-17,Alcobendas
897,694,670,2023-03-16,Alcobendas
929,846,874,2023-03-15,Alcobendas
822,804,833,2023-03-14,Alcobendas
785,300,634,2023-03-13,Alcobendas
406,879,565,2023-03-12,Alcobendas
561,770,965,2023-03-11,Alcobendas
955,932,322,2023-03-10,Alcobendas
963,471,976,2023-03-09,Alcobendas
524,730,763,2023-03-08,Alcobendas
720,694,776,2023-03-07,Alcobendas
802,704,956,2023-03-06,Alcobendas
729,570,985,2023-03-05,Alcobendas
987,652,925,2023-03-04,Alcobendas
623,744,994,2023-03-03,Alcobendas
523,315,405,2023-03-02,Alcobendas
593,868,955,2023-03-01,Alcobendas
723,356,438,2023-02-28,Alcobendas
486,681,913,2023-02-27,Alcobendas
391,378,514,2023-02-26,Alcobendas
485,608,311,2023-02-25,Alcobendas
921,708,914,2023-02-24,Alcobendas
555,513,799,2023-02-23,Alcobendas
504,351,419,2023-02-22,Alcobendas
817,523,615,2023-02-21,Alcobendas
968,873,725,2023-02-20,Alcobendas
383,956,773,2023-02-19,Alcobendas
594,653,371,2023-02-18,Alcobendas
362,385,664,2023-02-17,Alcobendas
349,394,412,2023-02-16,Alcobendas
620,308,371,2023-02-15,Alcobendas
511,334,868,2023-02-14,Alcobendas
317,513,545,2023-02-13,Alcobendas
892,614,847,2023-02-12,Alcobendas
733,575,312,2023-02-11,Alcobendas
772,556,790,2023-02-10,Alcobendas
344,885,852,2023-02-09,Alcobendas
418,743,710,2023-02-08,Alcobendas
860,836,495,2023-02-07,Alcobendas
595,499,459,2023-02-06,Alcobendas
489,810,970,2023-02-05,Alcobendas
522,816,736,2023-02-04,Alcobendas
857,848,989,2023-02-03,Alcobendas
851,514,389,2023-02-02,Alcobendas
725,883,496,2023-02-01,Alcobendas
994,896,629,2023-01-31,Alcobendas
929,947,393,2023-01-30,Alcobendas
628,878,599,2023-01-29,Alcobendas
481,706,345,2023-01-28,Alcobendas
465,725,644,2023-01-27,Alcobendas
703,566,794,2023-01-26,Alcobendas
765,813,678,2023-01-25,Alcobendas
733,757,957,2023-01-24,Alcobendas
618,723,406,2023-01-23,Alcobendas
818,684,725,2023-01-22,Alcobendas
608,500,961,2023-01-21,Alcobendas
893,845,807,2023-01-20,Alcobendas
316,482,993,2023-01-19,Alcobendas
735,995,417,2023-01-18,Alcobendas
304,572,428,2023-01-17,Alcobendas
398,377,690,2023-01-16,Alcobendas
440,910,407,2023-01-15,Alcobendas
686,941,403,2023-01-14,Alcobendas
828,784,447,2023-01-13,Alcobendas
399,920,520,2023-01-12,Alcobendas
514,934,725,2023-01-11,Alcobendas
418,656,596,2023-01-10,Alcobendas
404,391,522,2023-01-09,Alcobendas
406,545,774,2023-01-08,Alcobendas
590,838,592,2023-01-07,Alcobendas
892,809,869,2023-01-06,Alcobendas
877,873,410,2023-01-05,Alcobendas
325,380,571,2023-01-04,Alcobendas
307,727,791,2023-01-03,Alcobendas
564,557,805,2023-01-02,Alcobendas
637,608,733,2023-01-01,Alcobendas
999,607,663,2022-12-31,Alcobendas
534,921,417,2022-12-30,Alcobendas
438,632,684,2022-12-29,Alcobendas
606,657,681,2022-12-28,Alcobendas
749,390,871,2022-12-27,Alcobendas
587,828,535,2022-12-26,Alcobendas
774,623,335,2022-12-25,Alcobendas
943,429,690,2022-12-24,Alcobendas
959,306,613,2022-12-23,Alcobendas
960,652,890,2022-12-22,Alcobendas
496,645,375,2022-12-21,Alcobendas
616,640,651,2022-12-20,Alcobendas
365,418,793,2022-12-19,Alcobendas
721,727,617,2022-12-18,Alcobendas
731,976,700,2022-12-17,Alcobendas
962,372,466,2022-12-16,Alcobendas
536,623,638,2022-12-15,Alcobendas
552,398,751,2022-12-14,Alcobendas
764,432,403,2022-12-13,Alcobendas
520,404,863,2022-12-12,Alcobendas
458,960,726,2022-12-11,Alcobendas
948,666,941,2022-12-10,Alcobendas
804,704,645,2022-12-09,Alcobendas
812,678,452,2022-12-08,Alcobendas
964,448,530,2022-12-07,Alcobendas
594,999,425,2022-12-06,Alcobendas
895,957,986,2022-12-05,Alcobendas
921,904,554,2022-12-04,Alcobendas
753,899,665,2022-12-03,Alcobendas
885,448,911,2022-12-02,Alcobendas
900,793,876,2022-12-01,Alcobendas
863,937,863,2022-11-30,Alcobendas
920,639,618,2022-11-29,Alcobendas
963,829,781,2022-11-28,Alcobendas
362,416,635,2022-11-27,Alcobendas
373,463,608,2022-11-26,Alcobendas
768,305,407,2022-11-25,Alcobendas
787,776,993,2022-11-24,Alcobendas
714,344,690,2022-11-23,Alcobendas
855,586,523,2022-11-22,Alcobendas
773,419,786,2022-11-21,Alcobendas
451,451,572,2022-11-20,Alcobendas
589,367,753,2022-11-19,Alcobendas
947,905,359,2022-11-18,Alcobendas
743,658,995,2022-11-17,Alcobendas
323,476,310,2022-11-16,Alcobendas
344,443,834,2022-11-15,Alcobendas
818,617,877,2022-11-14,Alcobendas
968,456,930,2022-11-13,Alcobendas
374,533,590,2022-11-12,Alcobendas
620,779,549,2022-11-11,Alcobendas
386,385,509,2022-11-10,Alcobendas
374,727,766,2022-11-09,Alcobendas
806,437,442,2022-11-08,Alcobendas
892,634,354,2022-11-07,Alcobendas
634,559,892,2022-11-06,Alcobendas
507,378,380,2022-11-05,Alcobendas
615,367,879,2022-11-04,Alcobendas
663,455,811,2022-11-03,Alcobendas
564,550,593,2022-11-02,Alcobendas
624,360,339,2022-11-01,Alcobendas
734,641,358,2022-10-31,Alcobendas
537,926,381,2022-10-30,Alcobendas
698,869,683,2022-10-29,Alcobendas
767,874,851,2022-10-28,Alcobendas
349,840,485,2022-10-27,Alcobendas
558,379,788,2022-10-26,Alcobendas
434,406,450,2022-10-25,Alcobendas
537,631,810,2022-10-24,Alcobendas
386,423,350,2022-10-23,Alcobendas
394,616,502,2022-10-22,Alcobendas
521,598,921,2022-10-21,Alcobendas
307,932,665,2022-10-20,Alcobendas
303,312,758,2022-10-19,Alcobendas
524,535,441,2022-10-18,Alcobendas
383,316,462,2022-10-17,Alcobendas
626,708,399,2022-10-16,Alcobendas
437,901,601,2022-10-15,Alcobendas
934,546,675,2022-10-14,Alcobendas
536,466,472,2022-10-13,Alcobendas
620,361,903,2022-10-12,Alcobendas
601,547,679,2022-10-11,Alcobendas
341,347,703,2022-10-10,Alcobendas
866,392,880,2022-10-09,Alcobendas
574,868,385,2022-10-08,Alcobendas
519,841,361,2022-10-07,Alcobendas
506,765,620,2022-10-06,Alcobendas
449,510,317,2022-10-05,Alcobendas
770,951,728,2022-10-04,Alcobendas
843,650,659,2022-10-03,Alcobendas
797,301,699,2022-10-02,Alcobendas
560,633,622,2022-10-01,Alcobendas
697,832,406,2022-09-30,Alcobendas
901,305,848,2022-09-29,Alcobendas
512,936,557,2022-09-28,Alcobendas
778,346,804,2022-09-27,Alcobendas
871,313,429,2022-09-26,Alcobendas
664,356,448,2022-09-25,Alcobendas
776,875,680,2022-09-24,Alcobendas
689,350,769,2022-09-23,Alcobendas
525,758,945,2022-09-22,Alcobendas
624,522,359,2022-09-21,Alcobendas
781,343,826,2022-09-20,Alcobendas
952,994,981,2022-09-19,Alcobendas
757,462,650,2022-09-18,Alcobendas
433,421,618,2022-09-17,Alcobendas
812,557,522,2022-09-16,Alcobendas
472,737,519,2022-09-15,Alcobendas
450,344,774,2022-09-14,Alcobendas
842,338,811,2022-09-13,Alcobendas
899,646,745,2022-09-12,Alcobendas
598,933,353,2022-09-11,Alcobendas
494,680,935,2022-09-10,Alcobendas
333,477,964,2022-09-09,Alcobendas
877,978,431,2022-09-08,Alcobendas
840,427,643,2022-09-07,Alcobendas
486,590,895,2022-09-06,Alcobendas
432,804,889,2022-09-05,Alcobendas
844,533,559,2022-09-04,Alcobendas
874,702,634,2022-09-03,Alcobendas
976,916,747,2022-09-02,Alcobendas
971,980,372,2022-09-01,Alcobendas
451,617,715,2022-08-31,Alcobendas
675,501,807,2022-08-30,Alcobendas
694,875,627,2022-08-29,Alcobendas
300,731,622,2022-08-28,Alcobendas
569,818,517,2022-08-27,Alcobendas
602,340,813,2022-08-26,Alcobendas
768,671,519,2022-08-25,Alcobendas
984,517,607,2022-08-24,Alcobendas
507,535,965,2022-08-23,Alcobendas
622,374,885,2022-08-22,Alcobendas
826,790,903,2022-08-21,Alcobendas
653,384,966,2022-08-20,Alcobendas
987,744,945,2022-08-19,Alcobendas
848,475,615,2022-08-18,Alcobendas
737,723,971,2022-08-17,Alcobendas
362,720,363,2022-08-16,Alcobendas
787,778,401,2022-08-15,Alcobendas
825,339,342,2022-08-14,Alcobendas
932,785,402,2022-08-13,Alcobendas
685,351,820,2022-08-12,Alcobendas
416,526,854,2022-08-11,Alcobendas
794,441,785,2022-08-10,Alcobendas
719,330,362,2022-08-09,Alcobendas
769,932,945,2022-08-08,Alcobendas
395,400,429,2022-08-07,Alcobendas
623,589,916,2022-08-06,Alcobendas
478,572,995,2022-08-05,Alcobendas
307,841,946,2022-08-04,Alcobendas
821,696,330,2022-08-03,Alcobendas
662,755,556,2022-08-02,Alcobendas
487,773,504,2022-08-01,Alcobendas
395,471,802,2022-07-31,Alcobendas
679,769,659,2022-07-30,Alcobendas
586,588,351,2022-07-29,Alcobendas
539,546,431,2022-07-28,Alcobendas
806,366,418,2022-07-27,Alcobendas
406,696,771,2022-07-26,Alcobendas
828,518,343,2022-07-25,Alcobendas
443,889,908,2022-07-24,Alcobendas
484,463,993,2022-07-23,Alcobendas
928,586,633,2022-07-22,Alcobendas
903,533,650,2022-07-21,Alcobendas
999,957,622,2022-07-20,Alcobendas
541,442,682,2022-07-19,Alcobendas
918,570,499,2022-07-18,Alcobendas
989,572,929,2022-07-17,Alcobendas
318,327,310,2022-07-16,Alcobendas
807,665,917,2022-07-15,Alcobendas
558,482,626,2022-07-14,Alcobendas
707,359,371,2022-07-13,Alcobendas
817,603,391,2022-07-12,Alcobendas
769,584,741,2022-07-11,Alcobendas
594,501,818,2022-07-10,Alcobendas
423,887,866,2022-07-09,Alcobendas
398,401,305,2022-07-08,Alcobendas
511,747,751,2022-07-07,Alcobendas
418,735,441,2022-07-06,Alcobendas
762,828,729,2022-07-05,Alcobendas
312,974,998,2022-07-04,Alcobendas
914,716,650,2022-07-03,Alcobendas
419,648,458,2022-07-02,Alcobendas
398,903,872,2022-07-01,Alcobendas
749,778,976,2022-06-30,Alcobendas
506,784,476,2022-06-29,Alcobendas
779,866,784,2022-06-28,Alcobendas
775,771,669,2022-06-27,Alcobendas
912,810,336,2022-06-26,Alcobendas
454,868,342,2022-06-25,Alcobendas
928,930,451,2022-06-24,Alcobendas
669,397,850,2022-06-23,Alcobendas
877,740,730,2022-06-22,Alcobendas
737,594,705,2022-06-21,Alcobendas
547,751,539,2022-06-20,Alcobendas
780,615,822,2022-06-19,Alcobendas
618,326,616,2022-06-18,Alcobendas
762,606,453,2022-06-17,Alcobendas
419,411,902,2022-06-16,Alcobendas
937,510,390,2022-06-15,Alcobendas
882,498,720,2022-06-14,Alcobendas
384,383,783,2022-06-13,Alcobendas
853,808,812,2022-06-12,Alcobendas
643,654,638,2022-06-11,Alcobendas
927,736,501,2022-06-10,Alcobendas
960,626,592,2022-06-09,Alcobendas
516,829,488,2022-06-08,Alcobendas
590,400,999,2022-06-07,Alcobendas
951,778,887,2022-06-06,Alcobendas
651,949,815,2022-06-05,Alcobendas
778,912,683,2022-06-04,Alcobendas
834,708,909,2022-06-03,Alcobendas
386,844,744,2022-06-02,Alcobendas
732,598,996,2022-06-01,Alcobendas
532,626,452,2022-05-31,Alcobendas
595,351,623,2022-05-30,Alcobendas
938,350,577,2022-05-29,Alcobendas
691,982,946,2022-05-28,Alcobendas
947,478,421,2022-05-27,Alcobendas
630,830,859,2022-05-26,Alcobendas
991,851,576,2022-05-25,Alcobendas
637,572,942,2022-05-24,Alcobendas
584,825,830,2022-05-23,Alcobendas
894,505,381,2022-05-22,Alcobendas
392,941,580,2022-05-21,Alcobendas
309,924,374,2022-05-20,Alcobendas
655,763,616,2022-05-19,Alcobendas
383,601,634,2022-05-18,Alcobendas
517,406,588,2022-05-17,Alcobendas
996,722,537,2022-05-16,Alcobendas
521,703,467,2022-05-15,Alcobendas
633,464,801,2022-05-14,Alcobendas
763,981,655,2022-05-13,Alcobendas
700,436,624,2022-05-12,Alcobendas
768,657,361,2022-05-11,Alcobendas
506,867,448,2022-05-10,Alcobendas
510,388,567,2022-05-09,Alcobendas
377,468,666,2022-05-08,Alcobendas
589,416,466,2022-05-07,Alcobendas
898,798,468,2022-05-06,Alcobendas
365,939,559,2022-05-05,Alcobendas
777,309,840,2022-05-04,Alcobendas
861,974,463,2022-05-03,Alcobendas
341,568,938,2022-05-02,Alcobendas
884,332,332,2022-05-01,Alcobendas
341,827,720,2022-04-30,Alcobendas
713,421,932,2022-04-29,Alcobendas
494,532,966,2022-04-28,Alcobendas
611,987,776,2022-04-27,Alcobendas
628,787,850,2022-04-26,Alcobendas
716,837,801,2022-04-25,Alcobendas
738,910,873,2022-04-24,Alcobendas
399,975,417,2022-04-23,Alcobendas
699,541,776,2022-04-22,Alcobendas
824,842,445,2022-04-21,Alcobendas
519,741,946,2022-04-20,Alcobendas
802,463,444,2022-04-19,Alcobendas
555,848,445,2022-04-18,Alcobendas
968,477,603,2022-04-17,Alcobendas
913,426,965,2022-04-16,Alcobendas
542,360,857,2022-04-15,Alcobendas
327,336,870,2022-04-14,Alcobendas
486,441,725,2022-04-13,Alcobendas
589,617,672,2022-04-12,Alcobendas
700,853,582,2022-04-11,Alcobendas
952,877,826,2022-04-10,Alcobendas
413,999,586,2022-04-09,Alcobendas
422,883,845,2022-04-08,Alcobendas
579,648,518,2022-04-07,Alcobendas
390,964,508,2022-04-06,Alcobendas
988,429,730,2022-04-05,Alcobendas
352,349,604,2022-04-04,Alcobendas
742,771,320,2022-04-03,Alcobendas
565,706,876,2022-04-02,Alcobendas
851,784,307,2022-04-01,Alcobendas
310,579,738,2022-03-31,Alcobendas
921,793,833,2022-03-30,Alcobendas
526,969,876,2022-03-29,Alcobendas
424,883,848,2022-03-28,Alcobendas
356,672,656,2022-03-27,Alcobendas
947,770,521,2022-03-26,Alcobendas
483,348,492,2022-03-25,Alcobendas
908,756,873,2022-03-24,Alcobendas
983,575,491,2022-03-23,Alcobendas
454,629,983,2022-03-22,Alcobendas
936,831,990,2022-03-21,Alcobendas
337,607,720,2022-03-20,Alcobendas
510,833,492,2022-03-19,Alcobendas
957,836,414,2022-03-18,Alcobendas
921,994,840,2022-03-17,Alcobendas
879,671,765,2022-03-16,Alcobendas
644,435,517,2022-03-15,Alcobendas
788,617,981,2022-03-14,Alcobendas
937,548,740,2022-03-13,Alcobendas
459,787,849,2022-03-12,Alcobendas
691,925,491,2022-03-11,Alcobendas
875,726,910,2022-03-10,Alcobendas
925,310,476,2022-03-09,Alcobendas
757,786,531,2022-03-08,Alcobendas
958,589,788,2022-03-07,Alcobendas
966,395,402,2022-03-06,Alcobendas
619,787,680,2022-03-05,Alcobendas
806,904,653,2022-03-04,Alcobendas
351,531,960,2022-03-03,Alcobendas
442,678,938,2022-03-02,Alcobendas
674,585,989,2022-03-01,Alcobendas
883,842,575,2022-02-28,Alcobendas
687,501,331,2022-02-27,Alcobendas
490,702,818,2022-02-26,Alcobendas
368,973,306,2022-02-25,Alcobendas
977,538,302,2022-02-24,Alcobendas
963,344,609,2022-02-23,Alcobendas
397,772,463,2022-02-22,Alcobendas
406,691,810,2022-02-21,Alcobendas
678,929,829,2022-02-20,Alcobendas
743,674,390,2022-02-19,Alcobendas
515,602,374,2022-02-18,Alcobendas
691,950,783,2022-02-17,Alcobendas
506,418,384,2022-02-16,Alcobendas
473,799,972,2022-02-15,Alcobendas
790,665,715,2022-02-14,Alcobendas
533,889,637,2022-02-13,Alcobendas
699,366,516,2022-02-12,Alcobendas
718,447,382,2022-02-11,Alcobendas
759,874,473,2022-02-10,Alcobendas
604,975,561,2022-02-09,Alcobendas
609,978,475,2022-02-08,Alcobendas
392,870,998,2022-02-07,Alcobendas
771,764,609,2022-02-06,Alcobendas
485,550,531,2022-02-05,Alcobendas
678,561,491,2022-02-04,Alcobendas
527,332,317,2022-02-03,Alcobendas
867,606,405,2022-02-02,Alcobendas
528,393,337,2022-02-01,Alcobendas
699,856,429,2022-01-31,Alcobendas
686,890,385,2022-01-30,Alcobendas
933,991,874,2022-01-29,Alcobendas
850,318,934,2022-01-28,Alcobendas
883,989,788,2022-01-27,Alcobendas
534,849,922,2022-01-26,Alcobendas
310,660,577,2022-01-25,Alcobendas
942,939,912,2022-01-24,Alcobendas
487,587,568,2022-01-23,Alcobendas
314,631,779,2022-01-22,Alcobendas
834,974,871,2022-01-21,Alcobendas
731,683,948,2022-01-20,Alcobendas
861,547,727,2022-01-19,Alcobendas
489,995,420,2022-01-18,Alcobendas
627,338,692,2022-01-17,Alcobendas
650,315,583,2022-01-16,Alcobendas
347,657,398,2022-01-15,Alcobendas
959,703,320,2022-01-14,Alcobendas
465,632,324,2022-01-13,Alcobendas
500,813,535,2022-01-12,Alcobendas
807,426,537,2022-01-11,Alcobendas
443,909,914,2022-01-10,Alcobendas
601,913,929,2022-01-09,Alcobendas
602,909,841,2022-01-08,Alcobendas
981,538,424,2022-01-07,Alcobendas
310,624,754,2022-01-06,Alcobendas
409,788,731,2022-01-05,Alcobendas
481,783,690,2022-01-04,Alcobendas
307,464,640,2022-01-03,Alcobendas
481,681,930,2022-01-02,Alcobendas
789,970,873,2022-01-01,Alcobendas
325,377,399,2021-12-31,Alcobendas
633,486,391,2021-12-30,Alcobendas
439,902,891,2021-12-29,Alcobendas
336,673,502,2021-12-28,Alcobendas
816,559,526,2021-12-27,Alcobendas
420,517,346,2021-12-26,Alcobendas
328,546,361,2021-12-25,Alcobendas
972,707,741,2021-12-24,Alcobendas
616,866,328,2021-12-23,Alcobendas
713,828,619,2021-12-22,Alcobendas
820,383,529,2021-12-21,Alcobendas
392,365,962,2021-12-20,Alcobendas
769,993,728,2021-12-19,Alcobendas
324,904,510,2021-12-18,Alcobendas
578,726,671,2021-12-17,Alcobendas
668,846,360,2021-12-16,Alcobendas
941,814,320,2021-12-15,Alcobendas
562,501,475,2021-12-14,Alcobendas
852,420,521,2021-12-13,Alcobendas
924,812,493,2021-12-12,Alcobendas
611,862,434,2021-12-11,Alcobendas
797,872,704,2021-12-10,Alcobendas
989,561,706,2021-12-09,Alcobendas
960,708,447,2021-12-08,Alcobendas
992,476,457,2021-12-07,Alcobendas
638,786,625,2021-12-06,Alcobendas
324,806,715,2021-12-05,Alcobendas
902,386,937,2021-12-04,Alcobendas
836,822,468,2021-12-03,Alcobendas
879,345,348,2021-12-02,Alcobendas
407,785,355,2021-12-01,Alcobendas
995,693,937,2021-11-30,Alcobendas
457,532,422,2021-11-29,Alcobendas
433,596,334,2021-11-28,Alcobendas
974,428,327,2021-11-27,Alcobendas
975,936,731,2021-11-26,Alcobendas
471,609,712,2021-11-25,Alcobendas
651,379,653,2021-11-24,Alcobendas
756,885,521,2021-11-23,Alcobendas
687,425,904,2021-11-22,Alcobendas
846,421,692,2021-11-21,Alcobendas
610,454,646,2021-11-20,Alcobendas
403,877,400,2021-11-19,Alcobendas
320,560,317,2021-11-18,Alcobendas
407,346,325,2021-11-17,Alcobendas
704,607,729,2021-11-16,Alcobendas
752,316,448,2021-11-15,Alcobendas
898,606,445,2021-11-14,Alcobendas
628,963,492,2021-11-13,Alcobendas
584,825,498,2021-11-12,Alcobendas
375,789,983,2021-11-11,Alcobendas
931,777,570,2021-11-10,Alcobendas
925,704,497,2021-11-09,Alcobendas
726,993,804,2021-11-08,Alcobendas
684,391,455,2021-11-07,Alcobendas
724,530,650,2021-11-06,Alcobendas
823,397,528,2021-11-05,Alcobendas
312,744,834,2021-11-04,Alcobendas
472,843,402,2021-11-03,Alcobendas
796,424,910,2021-11-02,Alcobendas
750,872,965,2021-11-01,Alcobendas
374,572,302,2021-10-31,Alcobendas
427,931,617,2021-10-30,Alcobendas
652,708,632,2021-10-29,Alcobendas
406,312,367,2021-10-28,Alcobendas
324,591,939,2021-10-27,Alcobendas
542,877,454,2021-10-26,Alcobendas
818,442,930,2021-10-25,Alcobendas
789,972,444,2021-10-24,Alcobendas
667,499,936,2021-10-23,Alcobendas
813,390,668,2021-10-22,Alcobendas
730,455,348,2021-10-21,Alcobendas
774,794,619,2021-10-20,Alcobendas
373,968,676,2021-10-19,Alcobendas
391,679,387,2021-10-18,Alcobendas
627,303,305,2021-10-17,Alcobendas
305,888,633,2021-10-16,Alcobendas
662,587,466,2021-10-15,Alcobendas
335,532,743,2021-10-14,Alcobendas
404,584,481,2021-10-13,Alcobendas
712,566,446,2021-10-12,Alcobendas
522,819,549,2021-10-11,Alcobendas
578,579,309,2021-10-10,Alcobendas
423,412,822,2021-10-09,Alcobendas
579,744,833,2021-10-08,Alcobendas
958,851,561,2021-10-07,Alcobendas
813,597,538,2021-10-06,Alcobendas
368,364,405,2021-10-05,Alcobendas
428,346,581,2021-10-04,Alcobendas
849,748,658,2021-10-03,Alcobendas
448,825,375,2021-10-02,Alcobendas
821,354,385,2021-10-01,Alcobendas
993,584,340,2021-09-30,Alcobendas
369,739,432,2021-09-29,Alcobendas
691,908,717,2021-09-28,Alcobendas
479,988,918,2021-09-27,Alcobendas
989,688,979,2021-09-26,Alcobendas
787,695,991,2021-09-25,Alcobendas
771,765,310,2021-09-24,Alcobendas
331,321,345,2021-09-23,Alcobendas
512,314,551,2021-09-22,Alcobendas
841,581,370,2021-09-21,Alcobendas
798,872,634,2021-09-20,Alcobendas
390,501,860,2021-09-19,Alcobendas
923,957,468,2021-09-18,Alcobendas
585,693,602,2021-09-17,Alcobendas
819,997,309,2021-09-16,Alcobendas
626,479,607,2021-09-15,Alcobendas
692,943,842,2021-09-14,Alcobendas
628,706,853,2021-09-13,Alcobendas
530,821,405,2021-09-12,Alcobendas
449,835,587,2021-09-11,Alcobendas
824,476,838,2021-09-10,Alcobendas
310,891,924,2021-09-09,Alcobendas
743,441,870,2021-09-08,Alcobendas
354,715,357,2021-09-07,Alcobendas
772,475,458,2021-09-06,Alcobendas
610,691,355,2021-09-05,Alcobendas
914,343,683,2021-09-04,Alcobendas
406,711,750,2021-09-03,Alcobendas
921,807,328,2021-09-02,Alcobendas
955,459,978,2021-09-01,Alcobendas
499,572,506,2021-08-31,Alcobendas
938,422,567,2021-08-30,Alcobendas
601,917,481,2021-08-29,Alcobendas
983,479,630,2021-08-28,Alcobendas
879,459,496,2021-08-27,Alcobendas
493,651,907,2021-08-26,Alcobendas
351,409,651,2021-08-25,Alcobendas
996,655,905,2021-08-24,Alcobendas
568,372,790,2021-08-23,Alcobendas
919,773,924,2021-08-22,Alcobendas
552,825,609,2021-08-21,Alcobendas
576,916,899,2021-08-20,Alcobendas
410,891,487,2021-08-19,Alcobendas
317,841,454,2021-08-18,Alcobendas
596,925,622,2021-08-17,Alcobendas
664,479,897,2021-08-16,Alcobendas
618,549,881,2021-08-15,Alcobendas
885,725,632,2021-08-14,Alcobendas
863,369,908,2021-08-13,Alcobendas
546,568,898,2021-08-12,Alcobendas
